"","Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding"
"458","Additional exposures > Physical activity measurement > Raw accelerometer statistics",1013,90195,"Temperature maximum",103671,103671,"Accruing","Continuous","Celsius","Data","Derived","Unisex",1,1,NA
"459","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100580,"Alcohol consumed",210967,458500,"Complete","Categorical single","","Data","Primary","Unisex",5,1,100010
"460","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100590,"Red wine intake",60890,89937,"Complete","Categorical single","Wine glass","Data","Primary","Unisex",5,1,100006
"461","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100630,"Rose wine intake",11406,12975,"Complete","Categorical single","Wine glass","Data","Primary","Unisex",5,1,100006
"462","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100670,"White wine intake",48884,68217,"Complete","Categorical single","Wine glass","Data","Primary","Unisex",5,1,100006
"463","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100710,"Beer/cider intake",51701,72681,"Complete","Categorical single","Pint","Data","Primary","Unisex",5,1,100006
"464","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100720,"Fortified wine intake",7586,9044,"Complete","Categorical single","Sherry/port glass","Data","Primary","Unisex",5,1,100006
"465","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100730,"Spirits intake",26527,35008,"Complete","Categorical single","Measure","Data","Primary","Unisex",5,1,100006
"466","Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday",100100,100740,"Other alcohol intake",6230,6606,"Complete","Categorical single","Units","Data","Primary","Unisex",5,1,100006
"467","Online follow-up > Diet by 24-hour recall > Physical activity yesterday",100108,104900,"Time spent doing vigorous physical activity",210967,458500,"Complete","Categorical single","","Data","Primary","Unisex",5,1,100011
"468","Online follow-up > Diet by 24-hour recall > Physical activity yesterday",100108,104910,"Time spent doing moderate physical activity",210967,458500,"Complete","Categorical single","","Data","Primary","Unisex",5,1,100011
"469","Online follow-up > Diet by 24-hour recall > Physical activity yesterday",100108,104920,"Time spent doing light physical activity",210967,458500,"Complete","Categorical single","","Data","Primary","Unisex",5,1,100012
"470","Additional exposures > Physical activity measurement",1008,110005,"Invitation to physical activity study, acceptance",236416,236416,"Ongoing","Categorical single","","Data","Primary","Unisex",1,1,100693
"471","Additional exposures > Physical activity measurement",1008,110006,"Invitation to physical activity study, date sent",233394,233394,"Ongoing","Date","","Data","Primary","Unisex",1,1,NA
